0,1,2,3,4
Kota Salatiga,Belanja Hibah,"19,94 M","23,18 M",116.20
Kota Salatiga,Belanja Bantuan Sosial,"2,00 M","0,94 M",47.13
Kota Salatiga,Belanja Tidak Terduga,"5,51 M","0,61 M",11.13
Kota Salatiga,Belanja Bantuan Keuangan,"0,00 M","0,20 M",0
Kota Salatiga,Surplus/(Defisit),"-39,23 M","-15,12 M",38.53
Kota Salatiga,Pembiayaan Daerah,"39,23 M","-1,50 M",-3.82
Kota Salatiga,Penerimaan Pembiayaan Daerah,"40,73 M","0,00 M",0.00
Kota Salatiga,Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,"40,73 M","0,00 M",0.00
Kota Salatiga,Pengeluaran Pembiayaan Daerah,"1,50 M","1,50 M",100.00
Kota Salatiga,Penyertaan Modal Daerah,"1,50 M","1,50 M",100.00
Kota Semarang,Pendapatan Daerah,"5.337,93 M","4.868,30 M",91.20
Kota Semarang,PAD,"2.853,41 M","2.789,30 M",97.75
Kota Semarang,Pajak Daerah,"2.227,15 M","1.745,38 M",78.37
Kota Semarang,Retribusi Daerah,"140,70 M","84,82 M",60.29
Kota Semarang,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,"49,73 M","66,72 M",134.17
Kota Semarang,Lain-Lain PAD yang Sah,"435,84 M","892,38 M",204.75
Kota Semarang,TKDD *),"1.858,39 M","1.605,60 M",86.40
Kota Semarang,Pendapatan Transfer Pemerintah Pusat,"1.858,39 M","1.605,60 M",86.40
Kota Semarang,Pendapatan Lainnya,"626,13 M","473,40 M",75.61
Kota Semarang,Pendapatan Transfer Antar Daerah,"626,13 M","473,11 M",75.56
Kota Semarang,Pendapatan Hibah,"0,00 M","0,29 M",0
Kota Semarang,Belanja Daerah,"5.544,23 M","4.633,34 M",83.57
Kota Semarang,Belanja Pegawai,"1.932,42 M","1.572,29 M",81.36
Kota Semarang,Belanja Pegawai,"1.932,42 M","1.572,29 M",81.36
Kota Semarang,Belanja Barang Jasa,"2.200,56 M","2.001,57 M",90.96
Kota Semarang,Belanja Barang dan Jasa,"2.200,56 M","2.001,57 M",90.96
Kota Semarang,Belanja Modal,"1.163,92 M","967,82 M",83.15
Kota Semarang,Belanja Modal,"1.163,92 M","967,82 M",83.15
Kota Semarang,Belanja Lainnya,"247,34 M","91,66 M",37.06
Kota Semarang,Belanja Hibah,"184,00 M","76,84 M",41.76
Kota Semarang,Belanja Bantuan Sosial,"8,34 M","5,48 M",65.73
Kota Semarang,Belanja Tidak Terduga,"55,00 M","9,34 M",16.99
Kota Semarang,Surplus/(Defisit),"-206,30 M","234,96 M",-113.89
Kota Semarang,Pembiayaan Daerah,"206,30 M","-25,00 M",-12.12
Kota Semarang,Penerimaan Pembiayaan Daerah,"291,47 M","0,00 M",0.00
Kota Semarang,Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,"291,47 M","0,00 M",0.00
Kota Semarang,Pengeluaran Pembiayaan Daerah,"85,18 M","25,00 M",29.35
Kota Semarang,Penyertaan Modal Daerah,"81,18 M","25,00 M",30.80
Kota Semarang,Pemberian Pinjaman Daerah,"4,00 M","0,00 M",0.00
Kota Surakarta,Pendapatan Daerah,"2.135,62 M","1.792,84 M",83.95
Kota Surakarta,PAD,"736,10 M","574,81 M",78.09
Kota Surakarta,Pajak Daerah,"484,00 M","408,53 M",84.41
Kota Surakarta,Retribusi Daerah,"91,35 M","61,02 M",66.80
Kota Surakarta,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,"14,32 M","12,98 M",90.60
Kota Surakarta,Lain-Lain PAD yang Sah,"146,43 M","92,29 M",63.03
Kota Surakarta,TKDD *),"1.213,88 M","1.091,95 M",89.96
Kota Surakarta,Pendapatan Transfer Pemerintah Pusat,"1.213,88 M","1.091,95 M",89.96
Kota Surakarta,Pendapatan Lainnya,"185,64 M","126,08 M",67.91
Kota Surakarta,Pendapatan Transfer Antar Daerah,"185,64 M","121,28 M",65.33
Kota Surakarta,Pendapatan Hibah,"0,00 M","4,80 M",0
Kota Surakarta,Belanja Daerah,"2.239,30 M","1.997,86 M",89.22
Kota Surakarta,Belanja Pegawai,"802,67 M","720,56 M",89.77
Kota Surakarta,Belanja Pegawai,"802,67 M","720,56 M",89.77
Kota Surakarta,Belanja Barang Jasa,"929,01 M","798,28 M",85.93
Kota Surakarta,Belanja Barang dan Jasa,"929,01 M","798,28 M",85.93
Kota Surakarta,Belanja Modal,"351,45 M","369,10 M",105.02
Kota Surakarta,Belanja Modal,"351,45 M","369,10 M",105.02
Kota Surakarta,Belanja Lainnya,"156,17 M","109,92 M",70.39
Kota Surakarta,Belanja Hibah,"79,40 M","55,51 M",69.91
Kota Surakarta,Belanja Bantuan Sosial,"36,77 M","47,50 M",129.19
Kota Surakarta,Belanja Tidak Terduga,"40,00 M","6,41 M",16.02
Kota Surakarta,Belanja Bantuan Keuangan,"0,00 M","0,50 M",0
Kota Surakarta,Surplus/(Defisit),"-103,68 M","-205,02 M",197.75
Kota Surakarta,Pembiayaan Daerah,"103,68 M","314,32 M",303.17
Kota Surakarta,Penerimaan Pembiayaan Daerah,"110,68 M","314,32 M",284.00
Kota Surakarta,Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,"110,68 M","314,32 M",284.00
Kota Surakarta,Pengeluaran Pembiayaan Daerah,"7,00 M","0,00 M",0.00
Kota Surakarta,Penyertaan Modal Daerah,"7,00 M","0,00 M",0.00
Kota Surakarta,Pembayaran Cicilan Pokok Utang yang Jatuh Tempo,"0,00 M","0,00 M",0
Kota Tegal,Pendapatan Daerah,"1.085,07 M","1.041,37 M",95.97
Kota Tegal,PAD,"374,21 M","339,89 M",90.83
Kota Tegal,Pajak Daerah,"116,46 M","109,87 M",94.34
Kota Tegal,Retribusi Daerah,"40,75 M","26,43 M",64.85
Kota Tegal,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,"12,92 M","14,69 M",113.76
Kota Tegal,Lain-Lain PAD yang Sah,"204,09 M","188,90 M",92.56
Kota Tegal,TKDD *),"641,77 M","628,13 M",97.88
Kota Tegal,Pendapatan Transfer Pemerintah Pusat,"641,77 M","628,13 M",97.88
Kota Tegal,Pendapatan Lainnya,"69,09 M","73,34 M",106.15
Kota Tegal,Pendapatan Transfer Antar Daerah,"69,09 M","73,34 M",106.15
Kota Tegal,Belanja Daerah,"1.164,68 M","1.126,63 M",96.73
Kota Tegal,Belanja Pegawai,"482,56 M","463,26 M",96.00
Kota Tegal,Belanja Pegawai,"482,56 M","463,26 M",96.00
Kota Tegal,Belanja Barang Jasa,"466,41 M","481,84 M",103.31
Kota Tegal,Belanja Barang dan Jasa,"466,41 M","481,84 M",103.31
Kota Tegal,Belanja Modal,"163,68 M","144,28 M",88.14
Kota Tegal,Belanja Modal,"163,68 M","144,28 M",88.14
Kota Tegal,Belanja Lainnya,"52,01 M","37,26 M",71.63
Kota Tegal,Belanja Hibah,"22,58 M","23,73 M",105.10
Kota Tegal,Belanja Bantuan Sosial,"8,44 M","13,53 M",160.37
Kota Tegal,Belanja Tidak Terduga,"21,00 M","0,00 M",0.00
Kota Tegal,Surplus/(Defisit),"-79,61 M","-85,26 M",107.10
Kota Tegal,Pembiayaan Daerah,"79,61 M","123,58 M",155.24
Kota Tegal,Penerimaan Pembiayaan Daerah,"92,61 M","136,59 M",147.48
Kota Tegal,Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,"92,61 M","136,59 M",147.48
Kota Tegal,Pengeluaran Pembiayaan Daerah,"13,01 M","13,01 M",100.00
Kota Tegal,Penyertaan Modal Daerah,"13,01 M","13,01 M",100.00
